,geometry
17888,POINT (30.3751901 59.9375191)
17889,POINT (30.4109894292651 59.8911514)
17890,POINT (30.3048259764387 59.9623088)
17891,POINT (30.3267382787211 59.91484125)
17893,POINT (30.4066382227879 59.8750433)
17895,POINT (30.2817842 59.9130416)
17896,POINT (30.3034135 59.9745442)
17897,POINT (30.3542654 59.92523900000001)
17898,POINT (30.358714745583 59.91935655)
17899,POINT (30.26896596577701 59.8914184)
17901,POINT (30.4246627 60.02836600000001)
17903,POINT (30.2654898 59.95976460000001)
17904,POINT (30.3452143 59.9874871)
17905,POINT (30.2968842 59.9086081)
17908,POINT (30.3578767745511 59.89770255)
17909,POINT (30.3902835 59.974134)
17910,POINT (30.3572796 59.942554)
17912,POINT (30.0838175322335 59.72276899999999)
17913,POINT (30.3565252 59.92459270000001)
17914,POINT (30.2576138673415 59.89951815)
17916,POINT (30.3271394650931 59.91513955)
17917,POINT (29.705221366026 60.19551195)
17918,POINT (30.3364834493322 60.01380765)
17919,POINT (30.3591478 59.93866510000001)
17920,POINT (30.3589218 59.9446716)
17922,POINT (30.466575966742 59.85142425)
17923,POINT (30.2743667475106 59.90432225)
17924,POINT (30.3726711 59.93672420000001)
17926,POINT (30.2933774852107 59.91670805)
17927,POINT (30.3995103034856 60.0216661)
17928,POINT (30.3742711288345 59.93466310000001)
17929,POINT (30.34273360000001 59.94900550000001)
17930,POINT (30.3072845 59.95728489999999)
17931,POINT (30.4145087129973 59.98382655)
17932,POINT (30.3554332 59.9382189)
17933,POINT (30.4116072119002 60.04552140000001)
17937,POINT (30.347868 59.9216627)
17938,POINT (30.505428569729 59.83987015)
17939,POINT (30.3418335 59.92282270000001)
17940,POINT (30.3709252992045 59.9258571)
17941,POINT (30.3495756 59.946407)
17942,POINT (30.3556936285312 60.03862325)
17943,POINT (30.3024212 59.9498689)
17944,POINT (30.3615709002124 59.91794)
17945,POINT (30.2554366 59.8511152)
17946,POINT (30.2590216 59.8711007)
17947,POINT (30.2458683 59.85461160000001)
17948,POINT (30.2653445 59.89296070000001)
17949,POINT (30.3508377290102 59.99067525)
17950,POINT (30.2155801029634 59.83797115)
17951,POINT (30.2625277000322 59.8544779)
17952,POINT (30.2685951906458 59.89027745)
17953,POINT (30.3752153 60.0432096)
17954,POINT (30.2507473 59.9314706)
17955,POINT (30.4435196 59.87256)
17956,POINT (30.4716543655306 59.85839925)
17957,POINT (30.4200825 59.8924466)
17958,POINT (30.3115061 59.84928385)
17959,POINT (30.3566197 59.916273)
17960,POINT (30.451069 59.86623025)
17961,POINT (30.31743010000001 59.92868299999999)
17962,POINT (30.3335675867903 59.8407611)
17963,POINT (30.3285672 59.9998304)
17964,POINT (30.30854585 59.8588968)
17965,POINT (30.404356320799 59.83025985)
17967,POINT (30.23477334734061 59.8560845)
17968,POINT (30.2724892 59.8896231)
17969,POINT (30.467736192268 59.90370110000001)
17970,POINT (30.3939465017988 60.0320505)
17972,POINT (30.2195826 60.00445790000001)
17973,POINT (30.3116083103975 59.83611850000001)
17974,POINT (30.4040283 59.7078386)
17975,POINT (29.9713067 60.1016162)
17976,POINT (30.415731 59.72225600000001)
17977,POINT (30.2658026219167 59.842675)
17978,POINT (30.2731591 59.88000135)
17979,POINT (30.5687487 59.7381933)
17980,POINT (30.1370722303215 59.9947529)
17981,POINT (30.4016228580129 59.7237294)
17982,POINT (30.3281408135953 59.91583035)
17983,POINT (30.4745556106326 59.8589835)
17985,POINT (29.7804705 59.99442405)
17986,POINT (30.3727108585872 59.9317726)
17989,POINT (30.3580941886162 59.85755155)
17990,POINT (30.13506210000001 59.84854250000001)
17991,POINT (30.4594768 59.9164926)
17992,POINT (30.3073467128098 59.9726384)
17994,POINT (30.2279746097796 59.9412804)
17995,POINT (30.25293308332089 60.01194255)
17997,POINT (30.37983953367431 59.98165415)
17998,POINT (30.34480055 59.923382)
17999,POINT (30.2316183 59.9549277)
18000,POINT (30.2962829 59.91863960000001)
18001,POINT (30.34930307453069 59.83608905)
18002,POINT (30.2558982310385 59.84582615)
18003,POINT (30.4294788387554 59.6892355)
18004,POINT (30.259052096409 59.9869421)
18006,POINT (30.1133882829278 59.84618115)
18007,POINT (29.75972515 59.99845620000001)
18008,POINT (30.4098846 60.0112096)
18009,POINT (30.3222822 60.0389265)
18010,POINT (30.2905636 60.025694)
18011,POINT (30.415153 59.9632377)
18013,POINT (30.3327702 59.82626139999999)
18014,POINT (30.3052256988332 59.92518165)
18015,POINT (30.4913858058895 59.94742325)
18016,POINT (30.1520616757914 59.82648145)
18017,POINT (30.29101533037069 59.9844094)
18018,POINT (30.3622715967603 59.940767)
18019,POINT (30.4065624 59.7275921)
18020,POINT (30.21581560000001 59.9831616)
18021,POINT (30.347487595175 60.00535125)
18022,POINT (29.78234235 59.99345955)
18023,POINT (30.3893593 60.0345342)
18024,POINT (29.9152087460999 59.86963370000001)
18026,POINT (30.3524179 59.9624084)
18027,POINT (30.3006756773467 59.92877160000001)
18028,POINT (29.90980755 59.87207065)
18029,POINT (30.3258985 60.0012449)
18030,POINT (30.308583911764 59.84448565)
18031,POINT (30.5853172 59.74973860000001)
18032,POINT (30.2157088 59.9571298)
18033,POINT (30.2301094 59.96063420000001)
18034,POINT (30.2912204468092 60.00522539999999)
18035,POINT (30.2234990951604 59.84609355)
18036,POINT (30.4904703411386 59.84328535)
18037,POINT (30.29735245 59.85787865)
18038,POINT (30.23833395 59.9856284)
18039,POINT (30.3887926 59.85029785)
18040,POINT (30.2763459639602 59.93435625)
18041,POINT (30.3935004 60.03561805)
18042,POINT (30.56105235876851 59.74167325)
18043,POINT (30.3314784581839 60.0441251)
18044,POINT (30.415877828654 60.04162370000001)
18046,POINT (30.3213677 59.9143005)
18047,POINT (30.4564612363976 59.8628782)
18048,POINT (29.6965535 60.192135)
18049,POINT (30.261531 59.8345668)
18052,POINT (30.296073 59.92464320000001)
18053,POINT (30.2259679644787 59.83136805)
18054,POINT (30.1493796509381 59.84070210000001)
18055,POINT (30.303434941587 60.0473402)
18056,POINT (30.3062494 59.86178639999999)
18058,POINT (30.3062572 60.0587191)
18060,POINT (30.4032317065931 59.96663135)
18061,POINT (30.5207958978422 59.98504055)
18062,POINT (30.0272491 59.8513916)
18063,POINT (29.76407050000001 59.9947715)
18064,POINT (30.4235380211958 59.9784543)
18066,POINT (30.209412199388 59.83737410000001)
18068,POINT (29.70387947483969 60.1984217)
18069,POINT (30.3889212 59.70640400000001)
18071,POINT (30.48578880000001 59.9455088)
18072,POINT (30.2611100474789 59.85067955)
18073,POINT (30.357475 59.9261187)
18074,POINT (30.461540283126 59.9230136)
18075,POINT (30.22682596890611 59.90815695)
18077,POINT (30.3104344 60.0542276)
18078,POINT (30.4606382372794 59.9319671)
18079,POINT (30.3446811121497 59.94898739999999)
18080,POINT (30.40826269807311 59.87681145)
18081,POINT (30.3119443 59.8708325)
18082,POINT (30.3023673 59.8611944)
18083,POINT (30.3323992 60.0039043)
18084,POINT (30.1415270628249 60.0309527)
18085,POINT (30.3097871245202 60.01392095)
18086,POINT (30.26236025 59.89662485)
18088,POINT (30.47379165 59.87154079999999)
18090,POINT (30.41294114561589 59.8268066)
18091,POINT (30.2637681467061 59.95822745)
18092,POINT (30.2241504486855 59.98760175)
18093,POINT (30.50971262061311 59.97602125)
18094,POINT (30.4648913 59.919261)
18095,POINT (30.2340140184734 59.83940735)
18096,POINT (30.23034 59.957475)
18097,POINT (30.4083363043289 59.9680368)
18098,POINT (30.2234066 59.8562287)
18099,POINT (30.2406647679466 59.84368810000001)
18100,POINT (30.4322443164097 59.68846479999999)
18101,POINT (30.3026322824484 59.9892375)
18102,POINT (30.2982219506152 59.9643544)
18103,POINT (30.363081244375 60.01284445)
18106,POINT (30.4753418 59.95593420000001)
18107,POINT (30.2301094 59.96063420000001)
18108,POINT (30.4959712 59.9375353)
18109,POINT (30.3455364506912 59.83855195)
18110,POINT (30.149547102848 59.786839)
18111,POINT (30.18724285 60.0412486)
18112,POINT (30.4114331 59.7179995)
18113,POINT (30.4584654 59.93172320000001)
18114,POINT (30.3709258222543 59.933591)
18115,POINT (29.9773537 60.08171815)
18116,POINT (30.3839913231426 59.97053285)
18117,POINT (30.2597923 59.83812785)
18118,POINT (30.41522800000001 59.951376)
18119,POINT (30.3859179 59.8492671)
18120,POINT (30.4307932865137 59.9584928)
18121,POINT (30.3040537777329 59.95229315)
18122,POINT (30.3217134 59.8572542)
18124,POINT (30.340262 59.9726244)
18125,POINT (30.3987552302766 60.04712015)
18126,POINT (30.3939308262681 59.87366155)
18127,POINT (30.40396710000001 59.71591579999999)
18128,POINT (30.41832345 59.91930765)
18129,POINT (30.4274164565298 59.97305045)
18130,POINT (30.399394553727 60.02270335)
18131,POINT (30.49428645 59.9473618)
18132,POINT (30.4755781045817 59.85644115)
18133,POINT (30.4419351 59.8763719)
18134,POINT (30.4325705 59.8798638)
18135,POINT (30.4179868184454 59.89152305)
18136,POINT (30.35835465 59.88446615)
18137,POINT (30.4222193245116 60.01040655)
18138,POINT (30.3984546799058 59.71792215)
18139,POINT (30.324492 60.05093710000001)
18140,POINT (30.295189865125 59.86209925)
18141,POINT (30.4074277972093 59.98204565)
18142,POINT (30.6082598470195 59.74246525)
18143,POINT (30.4291436931004 59.92697635)
18145,POINT (30.3156003 59.91395210000001)
18146,POINT (30.3503051 59.9285751)
18149,POINT (30.401421195106 59.9657594)
18150,POINT (30.4876042705301 59.95983199999999)
18151,POINT (30.3021901853264 59.91499785)
18152,POINT (30.316943 59.8646255)
18153,POINT (30.4986068213385 59.94029805)
18154,POINT (30.3294864 59.8490887)
18155,POINT (30.46998005 59.894734)
18157,POINT (30.46645955 59.89390525)
18158,POINT (30.5044805011364 59.98389505)
18159,POINT (30.3039870932327 59.92594685)
18161,POINT (30.3083685 59.9587928)
18162,POINT (30.32512773458651 59.91703365)
18163,POINT (29.7761201 59.9972274)
18164,POINT (30.26586805 59.8748201)
18166,POINT (30.2772764 59.90356020000001)
18167,POINT (30.20734985 59.8360315)
18168,POINT (30.3123642 59.9584247)
18169,POINT (30.47857 59.90531020000001)
18170,POINT (30.3094477 59.9926291)
18171,POINT (30.48372705691511 59.9157444)
18172,POINT (30.4941573714415 59.9226852)
18173,POINT (30.4779666 59.9275601)
18174,POINT (30.46903660000001 59.9033785)
18176,POINT (30.1980169604371 59.9868406)
18177,POINT (30.4613226781286 59.88271535)
18178,POINT (30.4824456573816 59.88001135)
18179,POINT (30.2928505465484 60.00203375)
18180,POINT (30.211212146292 59.9885419)
18181,POINT (30.4582177069268 59.9245044)
18182,POINT (30.3045671614815 59.9512833)
18183,POINT (30.2723540531714 59.8710397)
18186,POINT (30.38670489623811 60.04542235)
18189,POINT (30.38145623361089 60.03425165)
18190,POINT (30.426266922232 59.89178095)
18191,POINT (30.3356179 59.9853918)
18192,POINT (30.36682114253109 59.92848965)
18193,POINT (30.2901649554419 60.01645265)
18194,POINT (30.2817759268444 59.9866456)
18195,POINT (30.27677421797961 59.91939235)
18196,POINT (30.4919160530885 59.88998589999999)
18197,POINT (30.2745604 59.8773076)
18198,POINT (30.3494191518172 59.9068792)
18199,POINT (30.3340360941968 59.92571185)
18200,POINT (30.1524279262214 59.83355565)
18201,POINT (30.4237521565912 60.0370791)
18202,POINT (30.4812107936994 59.88512170000001)
18203,POINT (30.2133401 59.8567353)
18204,POINT (30.3531875 59.93584720000001)
18205,POINT (30.33406160000001 59.9866083)
18206,POINT (30.3631551426029 59.8676256)
18207,POINT (29.89014663746711 59.87764625)
18208,POINT (30.29298660000001 59.9605114)
18209,POINT (30.26159904870661 59.89003245)
18211,POINT (30.3072435 59.91741089999999)
18212,POINT (30.3337668117168 59.85007195)
18214,POINT (30.4211502 59.904165)
18215,POINT (30.3657404177589 60.04144920000001)
18216,POINT (30.3366955 60.0537527)
18220,POINT (30.2203284 60.026576)
18222,POINT (29.8521956 59.8718353)
18223,POINT (30.2820157324203 59.9839532)
18224,POINT (30.2872595561238 59.91922270000001)
18227,POINT (30.3162293 59.91378140000001)
18229,POINT (30.3129024 59.9130927)
18231,POINT (30.3800755 59.93677510000001)
18232,POINT (30.26043783390551 59.894721)
18233,POINT (30.32413 59.91474399999999)
18235,POINT (30.2398196 59.9334398)
18236,POINT (30.37994100849 59.94964905)
18237,POINT (30.3050123446677 59.95454870000001)
18238,POINT (30.3765475 59.9352171)
18239,POINT (30.1973648758503 59.8547785)
18240,POINT (30.2862018027604 59.9154697)
18241,POINT (30.3066182 59.95872170000001)
18243,POINT (30.2690380791536 59.9590689)
18244,POINT (30.3886816 59.9440645)
18246,POINT (30.3597441 59.92974640000001)
18249,POINT (30.375460609945 59.926419)
18250,POINT (30.3361520056709 59.92339735)
18251,POINT (30.3532068 59.92128760000001)
18253,POINT (30.2714405724044 59.91237795)
18254,POINT (30.40387237941 60.04285905)
18256,POINT (30.3549631 59.9214025)
18257,POINT (30.08498392984061 59.7443067)
18259,POINT (30.3523191 59.9809644)
18260,POINT (30.2692285726974 59.95999925)
18261,POINT (30.3936057037828 59.86959520000001)
18262,POINT (30.2961365 59.958809)
18263,POINT (30.3389132 59.9302928)
18264,POINT (30.3725435 59.93611510000001)
18265,POINT (30.3581527 59.9440799)
18266,POINT (30.3299191342381 59.91356065)
18267,POINT (30.3482268 59.9424926)
18268,POINT (30.3620758 59.9434662)
18269,POINT (30.3434495 59.92556010000001)
18270,POINT (30.3648894169781 59.92986685)
18271,POINT (30.2850585 59.91188929999999)
18272,POINT (30.35392824789989 59.91948879999999)
18275,POINT (30.4145939340712 60.0124916)
18277,POINT (30.3077334 59.9217037)
18280,POINT (30.2705216227232 59.8932044)
18281,POINT (30.3800865708934 60.0450678)
18282,POINT (30.2583349 59.83920670000001)
18283,POINT (30.2741437 59.8855208)
18284,POINT (30.2167040053627 59.83105045)
18285,POINT (30.2408222 59.8562411)
18288,POINT (30.398952 59.7380436)
18289,POINT (30.2576024901921 59.84757)
18290,POINT (30.39995750000001 59.7378811)
18292,POINT (29.695803783728 60.19414075)
18293,POINT (30.3164227 59.92919540000001)
18294,POINT (30.4110964748109 59.87204735)
18295,POINT (30.3991206 59.8299303)
18296,POINT (30.46293684961481 59.8659309)
18297,POINT (30.3188262789255 59.83899945)
18298,POINT (30.32203174098861 60.01410575)
18299,POINT (30.4385658454368 59.86849685)
18300,POINT (30.5202478705807 59.8280322)
18301,POINT (30.3417237 59.86166055)
18302,POINT (30.4411299443439 59.8701365)
18303,POINT (30.3729529259968 59.87418585)
18304,POINT (30.3182611 59.92869620000001)
18305,POINT (30.4431244232772 59.86834355)
18306,POINT (30.4246386567063 59.88953460000001)
18307,POINT (30.286057897097 59.91683905)
18308,POINT (30.3250717 60.0089281)
18309,POINT (30.23477334734061 59.8560845)
18310,POINT (30.2925508 59.92554739999999)
18311,POINT (30.2864539024854 59.9302977)
18312,POINT (30.196833 59.9959458)
18314,POINT (30.3871432 59.97001039999999)
18316,POINT (30.3779293858666 60.02490135)
18317,POINT (30.3522495 59.9257085)
18319,POINT (30.2364189719837 60.0178614)
18320,POINT (30.3634141 59.946252)
18322,POINT (30.4136728263915 59.96278255)
18323,POINT (30.2444634362865 59.84960735)
18324,POINT (30.2144824233657 59.83211695)
18325,POINT (30.34400530000001 59.9294653)
18326,POINT (30.4334202 59.68758605)
18327,POINT (30.08237645 59.72789605)
18328,POINT (30.3857481 59.9397141)
18330,POINT (30.344674 59.9250754)
18331,POINT (30.5712277544648 59.7353796)
18333,POINT (30.358851 59.93575010000001)
18334,POINT (30.61092005 59.741648)
18335,POINT (30.3748170652156 60.01405165)
18336,POINT (30.1836936560989 59.85902105)
18337,POINT (30.0851620563835 59.7369436)
18338,POINT (30.1433182 59.852999)
18339,POINT (30.3628491379756 59.70523829999999)
18340,POINT (30.3489304 60.0505105)
18342,POINT (30.2114628 59.98813539999999)
18343,POINT (30.3441756 59.98743815)
18344,POINT (30.5066996262917 59.8386789)
18346,POINT (30.2868187766829 60.02711615)
18348,POINT (30.2106641340164 60.00919855)
18349,POINT (30.1335624 59.8358176)
18351,POINT (29.9085745113946 59.8727147)
18352,POINT (30.14559957928181 60.03200375)
18353,POINT (30.58089788371061 59.732694)
18355,POINT (30.50729195 59.97874035)
18356,POINT (30.3229193 60.04811479999999)
18357,POINT (30.412483316733 59.89619265)
18358,POINT (30.2703105 59.8513606)
18359,POINT (30.4210357667355 60.01127865)
18360,POINT (30.57051545 59.7475198)
18361,POINT (30.3716589035715 59.861367)
18362,POINT (30.3506026157148 60.0366529)
18363,POINT (30.4142519722957 60.03974615)
18364,POINT (30.3352287 59.9265562)
18365,POINT (30.3916243 59.9766792)
18366,POINT (30.3517632 59.92514420000001)
18367,POINT (30.2989598247959 59.9728325)
18368,POINT (30.4150461404429 59.85095545)
18369,POINT (30.338268700825 59.9301121)
18370,POINT (30.3506092 59.8335537)
18371,POINT (30.31628110091651 59.83987195)
18372,POINT (30.2138979 60.0045689)
18373,POINT (30.2187777923137 59.8372348)
18374,POINT (30.375811795927 59.70436695)
18375,POINT (30.4729362 59.85819350000001)
18377,POINT (30.2490069 59.84388000000001)
18379,POINT (30.50393243242 59.8417512)
18380,POINT (30.2811098420676 59.98377555)
18381,POINT (30.2746278664702 59.89012885)
18383,POINT (30.4306105926347 59.89388595)
18384,POINT (30.2397095879687 59.8589739)
18385,POINT (30.06770370000001 59.72137530000001)
18386,POINT (30.2248255 59.9500195)
18387,POINT (30.5116071 59.8294579)
18389,POINT (30.2301094 59.96063420000001)
18390,POINT (30.3535549 59.9431426)
18392,POINT (30.3470191 59.8332832)
18393,POINT (30.17904170000001 59.85285089999999)
18395,POINT (30.4007141 60.0230407)
18396,POINT (30.4724651406377 59.87148545)
18397,POINT (30.15417735 59.82896750000001)
18398,POINT (30.57938910143689 59.7486046)
18400,POINT (30.3533579 59.9322299)
18401,POINT (30.3619054411935 59.9404488)
18402,POINT (30.3471828 59.91454270000001)
18403,POINT (30.0115283533874 60.02354885)
18405,POINT (30.433264 59.684853)
18406,POINT (29.892245103302 59.87736015)
18408,POINT (30.4283459 60.0243426)
18409,POINT (30.1938436162532 59.98851385)
18410,POINT (30.2272905794234 60.00792565)
18411,POINT (30.3530612 60.0061075)
18413,POINT (30.4184137 59.6990245)
18414,POINT (30.4299326808439 60.00984570000001)
18416,POINT (30.34129389611111 60.033727)
18417,POINT (30.3518642385266 59.9086389)
18421,POINT (30.2507993982121 60.00387225)
18422,POINT (30.5676607015118 59.74231155)
18424,POINT (30.4074665 59.9586314)
18425,POINT (30.3737124 59.9371956)
18426,POINT (30.310175 59.97145179999999)
18427,POINT (29.7751669034231 59.99453265)
18428,POINT (30.385309 59.84845110000001)
18429,POINT (30.30676915 59.8594981)
18430,POINT (30.56871865 59.74759485)
18431,POINT (30.363985834158 59.88553100000001)
18432,POINT (30.362733793536 59.941779)
18434,POINT (30.2821444187607 59.9008706)
18435,POINT (30.0392820952172 59.85284470000001)
18437,POINT (30.3426328 59.9175119)
18438,POINT (30.6069678 59.73402655)
18439,POINT (30.2227366897727 59.95948845)
18440,POINT (30.4967861651403 59.93888255)
18441,POINT (30.39958802272661 60.03265015)
18442,POINT (30.22622530000001 59.9858406)
18443,POINT (30.4159652 59.9598486)
18444,POINT (30.0032393273857 60.054127)
18445,POINT (30.3523521178571 59.9137534)
18446,POINT (30.3572858 59.9453622)
18447,POINT (29.6885847707909 60.2085157)
18448,POINT (30.323182 60.00809320000001)
18450,POINT (29.8553447925532 59.87265505)
18453,POINT (30.23745111655769 59.94891045)
18454,POINT (30.2299471 59.8376585)
18455,POINT (30.0707739789253 59.71899435)
18456,POINT (30.2979269 59.93448710000001)
18457,POINT (30.1129669 59.78173315)
18458,POINT (30.2973573 59.91065329999999)
18459,POINT (30.3840986093514 59.96851055)
18460,POINT (30.23830011011061 59.8543853)
18461,POINT (30.4263326 59.8304027)
18463,POINT (30.3463005 60.0379759)
18464,POINT (30.49031035 59.95451365)
18465,POINT (30.3444071 60.0349826)
18466,POINT (30.335137078956 59.87857235)
18467,POINT (30.4135852498826 59.9565832)
18468,POINT (30.3377932 59.8640387)
18469,POINT (30.5902341 59.7507404)
18470,POINT (30.324239 59.8600848)
18471,POINT (30.4057148 59.7065666)
18472,POINT (30.3494766010032 59.9564273)
18476,POINT (30.56808025 59.7360096)
18478,POINT (30.5638463479146 59.74619085)
18481,POINT (30.4179188128748 59.95463115)
18482,POINT (30.4116914764469 59.71670895)
18483,POINT (30.3629654892795 59.94034355)
18485,POINT (30.3219476140357 60.05329985)
18486,POINT (30.3596583 59.9386554)
18487,POINT (30.41456441741209 59.92867795)
18488,POINT (30.3206310364501 60.05007895)
18489,POINT (29.9234463 59.8767568)
18490,POINT (30.4071929 59.9220728)
18492,POINT (29.9509414 59.8757576)
18493,POINT (29.769431 59.9156564)
18495,POINT (30.59441915 59.77538245)
18497,POINT (30.3732475115382 59.85056280000001)
18498,POINT (30.48699705 59.96028425)
18499,POINT (30.374693 59.86924820000001)
18500,POINT (30.4701656395437 59.9559635)
18501,POINT (30.28018277598 59.89521695)
18503,POINT (30.3128695805473 59.96591160000001)
18504,POINT (30.4661999 59.9494182)
18505,POINT (30.2826186926474 59.92027245)
18506,POINT (30.2432157 59.9323164)
18508,POINT (29.765709507816 59.99892305)
18509,POINT (30.2410398 59.95101510000001)
18510,POINT (30.3270615555896 59.91582185)
18511,POINT (30.2752868499098 59.9059946)
18512,POINT (30.2767485 59.9134034)
18513,POINT (30.3077466512638 59.9658778)
18514,POINT (30.285532514916 59.9255076)
18516,POINT (30.3034194769864 59.92672215)
18517,POINT (30.2399972951204 59.9330453)
18518,POINT (30.2739097 59.90182660000001)
18520,POINT (30.2785094 59.91980079999999)
18521,POINT (30.23895700379061 59.94216360000001)
18522,POINT (29.7701381 59.9978808)
18523,POINT (30.1844032964108 59.85235575)
18524,POINT (30.3273838835789 59.96254945)
18526,POINT (30.43952632447569 59.86658715)
18527,POINT (30.4270487 59.8794573)
18528,POINT (30.43921925 59.86867055)
18529,POINT (30.07814689854511 59.71951885)
18530,POINT (30.4601817015167 59.86398670000001)
18531,POINT (30.1955669 59.8519515)
18532,POINT (30.16125445 59.8252368)
18533,POINT (30.3939992 59.7408279)
18534,POINT (30.4730500045794 59.87999300000001)
18535,POINT (30.264438624901 59.86714960000001)
18537,POINT (30.472531948093 59.87331195)
18538,POINT (30.228883022433 59.94346665)
18539,POINT (30.2775737698893 59.91993375)
18540,POINT (30.2486511183418 59.9069735)
18541,POINT (30.3374359 59.913753)
18542,POINT (29.91598635 59.8742561)
18543,POINT (30.3452224957999 59.96372165)
18544,POINT (30.3852651323639 60.04796295)
18545,POINT (30.3224222 59.8621404)
18546,POINT (30.4880090434211 59.88730235)
18547,POINT (30.3167999 59.9946439)
18548,POINT (30.4697418646109 59.88455005)
18550,POINT (30.41650235451811 59.7187934)
18551,POINT (30.2258815062167 59.9460297)
18553,POINT (30.2903059546248 59.9204957)
18554,POINT (30.3296181920259 60.0228615)
18555,POINT (30.4098873337665 59.9256219)
18556,POINT (30.2935612 59.91768070000001)
18557,POINT (30.2714801300254 59.9824409)
18558,POINT (29.8652574 59.8822519)
18559,POINT (29.92601735 59.86197785)
18562,POINT (30.4288539008622 59.96960235)
18563,POINT (30.4070931 59.7045399)
18564,POINT (30.41168495 59.84517879999999)
18565,POINT (30.28893801432161 59.93215665)
18566,POINT (30.31014810000001 59.9124497)
18567,POINT (30.2932256 59.91152)
18568,POINT (30.37244320050769 59.93736559999999)
18569,POINT (30.3463934 59.98418910000001)
18570,POINT (30.3262815 59.9185206)
18571,POINT (30.2560454 59.9524564)
18573,POINT (30.3107975897983 59.9734078)
18574,POINT (29.7853610390722 59.91090505)
18575,POINT (30.2826175549703 59.91057635)
18576,POINT (30.47667355 59.9076929)
18578,POINT (30.352156 59.92670620000001)
18579,POINT (30.3820925423304 59.9363614)
18581,POINT (30.29946946725881 59.96279015)
18582,POINT (30.3882611199591 59.93085840000001)
18584,POINT (30.3268996 59.9560822)
18585,POINT (30.26079594509769 59.89662605)
18587,POINT (30.4481498 59.92534420000001)
18588,POINT (30.32287920000001 60.0144833)
18589,POINT (30.3589654470685 59.94067725)
18590,POINT (30.219102544392 59.9523062)
18591,POINT (30.3655002 59.9308704)
18593,POINT (30.4123918058614 59.89194325)
18594,POINT (30.296073 59.92464320000001)
18595,POINT (30.20304357784589 59.83783489999999)
18596,POINT (30.2690005271293 59.89245375)
18598,POINT (30.46825705 59.94021775)
18599,POINT (30.3947746122314 60.01614710000001)
18600,POINT (30.4343513017937 60.00061075)
18601,POINT (30.3596275 59.9449898)
18602,POINT (30.3534978 59.9190877)
18603,POINT (30.3241139396237 59.9179608)
18605,POINT (30.3768535 59.9281443)
18607,POINT (30.2897242925072 60.05195395)
18609,POINT (30.25137175 59.83962800000001)
18610,POINT (30.2466801783133 60.02165225)
18611,POINT (30.3547833 59.9364318)
18612,POINT (30.3690474 59.933564)
18613,POINT (30.3264048571769 60.0126625)
18614,POINT (30.3497837 59.9209778)
18616,POINT (30.3616212 59.919996)
18617,POINT (30.49510985 59.91189470000001)
18619,POINT (30.3007451434921 59.97946575)
18620,POINT (30.3546699 59.9297017)
18621,POINT (30.3556076 59.94410229999999)
18622,POINT (30.3255632 60.015096)
18623,POINT (30.3955371862284 60.01684095)
18624,POINT (30.4584288547231 59.86244125)
18625,POINT (30.3544537 59.9565241)
18626,POINT (30.35450175 60.03959915)
18627,POINT (30.5058652 59.8323088)
18629,POINT (30.3616954212134 59.9368361)
18631,POINT (30.3306976 59.92292270000001)
18632,POINT (30.3272664237498 59.91199320000001)
18633,POINT (30.3634614 59.94270699999999)
18634,POINT (30.38039256138569 59.94663545)
18636,POINT (30.2200858 59.8300283)
18637,POINT (30.24050645 59.84755955)
18638,POINT (30.2645155844418 59.8740801)
18639,POINT (30.210502 59.8290882)
18640,POINT (30.2408222 59.8562411)
18641,POINT (30.2668349215993 59.8714095)
18643,POINT (30.4090811 59.72253120000001)
18645,POINT (30.3993190427605 59.73457395)
18646,POINT (30.2626447127672 59.84518965)
18647,POINT (30.41470403954289 59.737277)
18648,POINT (30.3344904 59.85140210000001)
18649,POINT (30.4385261766493 59.89304495)
18650,POINT (30.33407025 59.84605455)
18651,POINT (30.32993710000001 59.85280699999999)
18652,POINT (30.429944922552 59.8846028)
18653,POINT (30.4208151531885 59.89439775)
18654,POINT (30.4033593982569 59.8331191)
18655,POINT (30.2696541 59.97252260000001)
18656,POINT (29.9779637 60.09676685)
18658,POINT (29.97238259862111 60.06434505)
18659,POINT (30.2080527419371 60.00572095)
18660,POINT (30.3141427300111 59.9624629)
18661,POINT (30.214578512144 60.0277049)
18662,POINT (30.4671294722672 59.89159055)
18663,POINT (30.29629924572249 59.85753045)
18664,POINT (30.2557281700735 60.02413635)
18666,POINT (30.418702 59.85139640000001)
18667,POINT (30.3655002 59.9308704)
18668,POINT (30.2120912 59.9871812)
18669,POINT (30.2356926 60.0239889)
18670,POINT (30.3822495 59.9401743)
18671,POINT (30.3610038 59.86901075)
18672,POINT (29.7994194927381 59.90494575)
18674,POINT (30.4050847 59.93494455)
18675,POINT (30.3393469647961 59.9345938)
18677,POINT (30.4198982277886 59.73011429999999)
18678,POINT (30.4300481 59.88727195)
18680,POINT (30.1854487625294 59.86189165)
18681,POINT (30.362733793536 59.941779)
18682,POINT (30.3547172858573 59.83609325)
18683,POINT (30.3087721 59.85555550000001)
18684,POINT (30.3640717 59.9363711)
18685,POINT (30.4242932 59.68496805)
18687,POINT (30.3392278 59.9356231)
18691,POINT (30.240523 59.9862373)
18692,POINT (30.3169974 59.9906222)
18693,POINT (30.4175139920521 60.00666825)
18694,POINT (30.2897509266291 60.02218125)
18695,POINT (30.219744460242 60.00324245)
18696,POINT (30.2091745 60.0077287)
