,geometry
7412,POINT (30.41335671069011 60.03395305)
7413,POINT (30.3379021948238 60.04126435)
7414,POINT (29.7640027625 59.99258735)
7415,POINT (30.3469509 59.9231238)
7416,POINT (30.2754703936815 59.985753)
7417,POINT (30.299125 59.91449770000001)
7418,POINT (30.3837587126244 59.9716826)
7421,POINT (30.3682404898627 59.95531225)
7423,POINT (30.2975526 59.9248548)
7424,POINT (30.3765723 60.0495365)
7425,POINT (30.41971882610331 59.73521055)
7426,POINT (30.2287114103424 59.8391978)
7427,POINT (30.3510038636635 60.04394345)
7428,POINT (30.3388408201981 59.9129882)
7429,POINT (30.2478489 59.931142)
7430,POINT (30.4202861 59.7359071)
7431,POINT (30.34825355157589 59.9957945)
7432,POINT (30.244974 59.9845553)
7433,POINT (30.3082487 59.9124642)
7436,POINT (30.3890824 59.9265691)
7437,POINT (30.50918885 59.83930520000001)
7438,POINT (30.3694342500092 60.02653605)
7439,POINT (30.3429123 59.9182922)
7440,POINT (30.3417629 59.92573760000001)
7442,POINT (29.6956209063097 60.236677)
7443,POINT (30.3200918 59.9314281)
7444,POINT (30.2928258734305 59.96450415)
7445,POINT (30.2498622910938 59.83955755)
7446,POINT (30.3524129 59.9188037)
7447,POINT (30.41200291970981 60.03514739999999)
7448,POINT (30.32714 59.9177156)
7450,POINT (30.3294846679354 59.95623295)
7451,POINT (30.3219229 59.9148392)
7452,POINT (30.2803369657298 59.91230925)
7454,POINT (30.3783007 59.94602420000001)
7455,POINT (30.3819865215912 59.9451626)
7456,POINT (30.3717935357601 59.9268341)
7457,POINT (30.2173334189254 60.02703)
7458,POINT (30.3517614 59.91771429999999)
7459,POINT (30.3757167 59.9385681)
7460,POINT (30.4058312451906 59.9671816)
7461,POINT (30.470634023872 59.9050094)
7462,POINT (30.3206053 59.929609)
7463,POINT (30.2636869829787 59.89719295)
7464,POINT (30.3216898 59.9096659)
7465,POINT (30.38898439188761 59.9316571)
7467,POINT (30.35708125545 59.9168095)
7469,POINT (30.3150061 59.9654009)
7470,POINT (30.2681665691135 59.86530629999999)
7471,POINT (30.3792648736799 59.9294389)
7472,POINT (30.3581398 59.9199314)
7473,POINT (30.2626580081921 59.89474720000001)
7474,POINT (30.4197880938382 60.01673725)
7477,POINT (30.43102239107811 59.88534185)
7478,POINT (30.4287006331831 60.01562875)
7479,POINT (30.3709258222543 59.933591)
7480,POINT (30.4269983709289 60.01522775)
7481,POINT (30.3581117 59.9330738)
7482,POINT (30.501590350426 59.835467)
7483,POINT (30.3396619938776 59.93083075)
7484,POINT (30.3253701461482 59.9235971)
7485,POINT (30.3543096 59.92750229999999)
7486,POINT (30.3206259 59.9160096)
7487,POINT (30.3430349101743 59.9597314)
7488,POINT (30.4987988994997 59.8411)
7489,POINT (30.3425434 59.9425001)
7490,POINT (30.2226753003628 59.95777075)
7491,POINT (30.3342649 59.9241167)
7492,POINT (30.4203692 59.88856429999999)
7493,POINT (30.3616546560618 59.94918370000001)
7494,POINT (30.2334941 59.9512884)
7495,POINT (30.4140588123052 60.0251164)
7496,POINT (30.2712182136383 59.8878788)
7497,POINT (30.2119235423003 59.82840039999999)
7498,POINT (30.2778534491794 59.898535)
7499,POINT (30.1964991356829 59.8298874)
7500,POINT (30.3997701111646 59.73374575)
7501,POINT (30.429529009525 59.6880773)
7502,POINT (30.2662604953822 59.8410069)
7503,POINT (30.4157674 59.73981875)
7505,POINT (30.4065624 59.7275921)
7506,POINT (30.24427310581889 59.95401005)
7507,POINT (30.3152340176518 59.75308149999999)
7508,POINT (30.3033305711694 59.91920975)
7509,POINT (30.4694145689437 59.8545296)
7510,POINT (30.3200051 60.0182225)
7511,POINT (30.4433876515192 59.870584)
7512,POINT (30.4192295 59.8901574)
7513,POINT (30.3188403 59.9060545)
7515,POINT (30.4278694957286 59.8861895)
7516,POINT (30.3471221989666 59.84104615)
7517,POINT (30.4318622828769 59.879985)
7518,POINT (30.3336788 59.8373241)
7519,POINT (30.4373138581988 59.87199925)
7520,POINT (29.979183276548 60.09830575)
7521,POINT (30.2865780944665 59.93031235)
7522,POINT (30.2903210786539 59.92402975)
7523,POINT (30.2204453939236 59.82932235)
7524,POINT (30.3788210531383 60.04750315)
7525,POINT (30.34617 59.9847297)
7526,POINT (30.2096381 59.9966526)
7527,POINT (30.4740106 59.9149041)
7528,POINT (30.3494879 59.932813)
7529,POINT (30.30167475 59.8637614)
7530,POINT (30.3065023374068 60.01816665)
7532,POINT (30.5840951261214 59.7374471)
7534,POINT (30.3297445040482 60.0440671)
7535,POINT (30.4235216352729 60.04066735)
7536,POINT (30.11600105 59.84359665)
7537,POINT (30.2531991755965 59.83781095)
7538,POINT (30.3283636 59.8422325)
7539,POINT (30.3418004887996 59.84026545)
7540,POINT (30.4650382 59.917383)
7541,POINT (30.30251345 59.8546956)
7542,POINT (30.368365 59.9987781)
7543,POINT (30.4721610400358 59.8938529)
7544,POINT (29.7740264291064 59.89837085)
7545,POINT (30.4046045 60.0359635)
7546,POINT (30.1465401027601 59.8419096)
7547,POINT (30.2555271358025 60.0141428)
7548,POINT (30.1481235498224 59.840097)
7549,POINT (30.3208118 60.0648746)
7550,POINT (30.3254135 59.9166429)
7551,POINT (30.396660560134 59.83190985)
7553,POINT (30.3955766524337 59.97598755)
7554,POINT (30.4739986 59.9433448)
7556,POINT (30.0859367165513 59.73960989999999)
7557,POINT (30.3965453 60.0154588)
7559,POINT (30.2839452 59.96436800000001)
7560,POINT (30.4363145 59.96708879999999)
7561,POINT (30.3145479 60.02231800000001)
7563,POINT (30.415116540252 59.9415355)
7564,POINT (30.2391672010204 59.95170690000001)
7565,POINT (30.3661563 59.9011908)
7566,POINT (30.2355209014947 59.9420529)
7567,POINT (29.962736975854 60.08049725)
7568,POINT (30.4125242377031 60.018841)
7570,POINT (29.7720548 59.9139015)
7571,POINT (30.4083761825078 59.7091281)
7572,POINT (30.2689621474857 59.8445191)
7573,POINT (30.4011136733135 60.00241545)
7574,POINT (30.39612424898069 60.01503605)
7575,POINT (30.1798201996933 59.8637864)
7577,POINT (30.2190531716532 60.0267527)
7580,POINT (30.193499334726 59.99553835)
7581,POINT (30.1997701 59.98876070000001)
7582,POINT (30.1045819 59.8489514)
7583,POINT (30.480403636 59.9214959)
7584,POINT (30.3602895324833 59.84204675)
7585,POINT (30.471457862851 59.9014934)
7586,POINT (30.3446394 59.9244059)
7587,POINT (30.1489858491055 59.8278339)
7588,POINT (30.3124906503443 59.87690125)
7590,POINT (30.0004461 60.05310260000001)
7591,POINT (30.3079782 60.054784)
7593,POINT (30.3524628 59.95727710000001)
7594,POINT (30.2118023147727 59.9536298)
7595,POINT (30.5702539741233 59.73331925)
7596,POINT (30.4146721006826 59.82738195)
7597,POINT (30.3945661786177 60.0078494)
7598,POINT (30.3221274 60.02526)
7599,POINT (29.7728740693424 59.90870315)
7600,POINT (30.3957533890392 59.9441283)
7602,POINT (30.2948847 60.009063)
7603,POINT (30.3503748835027 60.0065544)
7605,POINT (30.4996561 59.83905)
7607,POINT (30.4497261 60.0334076)
7608,POINT (30.60709395 59.74998725)
7609,POINT (30.41084942178189 60.01789825)
7610,POINT (30.3936336184014 60.0005614)
7611,POINT (30.4087539 59.72805379999999)
7612,POINT (30.4208893379821 59.9848505)
7615,POINT (30.4096935584035 59.6652529)
7616,POINT (29.9758173778739 60.0493071)
7617,POINT (30.1424128 60.0314594)
7618,POINT (30.4026353684838 60.041951)
7619,POINT (29.9609396799283 60.0832179)
7621,POINT (30.3236376 59.943316)
7622,POINT (30.3380182 59.936003)
7623,POINT (30.3097871245202 60.01392095)
7624,POINT (30.15472159891011 59.82604715)
7625,POINT (30.30254031552609 59.95664435)
7626,POINT (30.4296448 59.6940048)
7627,POINT (30.37422453481669 60.01343475)
7628,POINT (30.3743580547945 59.86419395)
7630,POINT (30.49312822872689 59.8906574)
7631,POINT (30.3654993 59.9340228)
7632,POINT (30.5121813 59.8637543)
7633,POINT (30.2334941 59.9512884)
7634,POINT (30.613309402742 59.74181245)
7636,POINT (29.6992489 60.200808)
7638,POINT (30.3546706328304 59.83840895)
7639,POINT (30.4088708274162 59.87703765)
7641,POINT (30.4087130334128 59.70963879999999)
7642,POINT (30.3566001834615 59.85834275)
7643,POINT (30.4239185495824 59.92363875)
7644,POINT (29.9720111790978 60.1022637)
7645,POINT (30.4356394001548 59.9728598)
7646,POINT (30.1412952493889 60.02956429999999)
7647,POINT (30.4202374 59.9295037)
7648,POINT (30.2414954131319 60.0115233)
7649,POINT (30.32759230000001 59.8195924)
7650,POINT (30.2587104 59.87557950000001)
7651,POINT (30.2750415891766 59.91519045)
7653,POINT (30.2812634011109 59.95817595)
7654,POINT (30.2994696048703 59.9324195)
7655,POINT (30.4184649423615 59.8960868)
7656,POINT (30.4144942830398 59.89427505)
7657,POINT (30.4294299078283 59.95869820000001)
7658,POINT (30.3306399126925 60.04066675)
7659,POINT (30.2896914746161 59.81299345)
7660,POINT (30.34552905 59.96684635)
7661,POINT (30.3222199 59.84892170000001)
7662,POINT (30.3436603 60.0334558)
7663,POINT (30.051013749446 59.85033055)
7664,POINT (30.3706894730004 59.70463879999999)
7666,POINT (30.3689205 59.8543696)
7667,POINT (30.4345155 59.6971196)
7668,POINT (30.3807062 59.9960134)
7669,POINT (30.3739122 59.87442695)
7670,POINT (30.4687963 59.95507979999999)
7673,POINT (30.2849897825023 59.9364986)
7674,POINT (29.9220453731885 59.87328845)
7675,POINT (30.4139 59.9263052)
7676,POINT (29.92311620000001 59.8761272)
7677,POINT (30.42799115 59.9308762)
7678,POINT (30.3501679 59.93056410000001)
7679,POINT (30.3287844 60.0557488)
7680,POINT (30.3232995170005 59.8755524)
7681,POINT (30.3925946952638 59.8570039)
7683,POINT (30.3689161 59.8736293)
7684,POINT (30.3216118 59.87669810000001)
7686,POINT (30.4119453 59.94767170000001)
7687,POINT (30.3319557514189 59.86358725)
7688,POINT (30.3777245233128 59.87746485)
7689,POINT (30.34987934893681 59.92559335)
7690,POINT (30.3036427953991 59.8748708)
7691,POINT (29.773166 59.9099652)
7692,POINT (29.7711869 59.90379720000001)
7693,POINT (30.276820275 59.84918)
7694,POINT (30.29988950000001 59.9128409)
7695,POINT (30.3035385 59.9114318)
7696,POINT (30.2158394197708 59.82516)
7699,POINT (30.2392715 59.9382965)
7700,POINT (30.2613572 59.84799335)
7701,POINT (30.292347 59.9586389)
7703,POINT (30.3018103 59.93325359999999)
7704,POINT (30.26506015 59.84884270000001)
7705,POINT (30.2405296 59.8609428)
7707,POINT (30.3123640184224 59.9599699)
7710,POINT (30.3224484 59.9246702)
7711,POINT (30.282194 59.9189426)
7713,POINT (30.2543737 59.84906949999999)
7714,POINT (30.2639239 59.872813)
7716,POINT (30.3232490798847 59.9577991)
7717,POINT (30.4574083 59.8772638)
7718,POINT (30.4868341954791 59.84051615)
7719,POINT (30.17955675453549 59.83984755)
7720,POINT (30.2379164708981 60.00512710000001)
7721,POINT (30.14862185 59.8428843)
7722,POINT (30.4764559913068 59.915829)
7723,POINT (30.204416172819 59.8520478)
7724,POINT (29.786027755768 59.9919828)
7725,POINT (30.4226981771797 59.9261089)
7726,POINT (30.41535522683489 59.73399885)
7727,POINT (30.4213737 59.92719605)
7730,POINT (30.42418865 59.89073705)
7731,POINT (30.34522530000001 59.9307817)
7732,POINT (30.4168173 60.0332461)
7733,POINT (30.4412901 59.6836326)
7734,POINT (30.3557109946673 60.03919615)
7736,POINT (29.767557 59.9990822)
7738,POINT (30.3823162 60.03781170000001)
7739,POINT (30.327957799108 60.02363065)
7740,POINT (30.42493445 59.92349795)
7741,POINT (30.3280498 59.95955110000001)
7742,POINT (30.42206615 59.9276327)
7743,POINT (30.358183 59.9360196)
7745,POINT (30.413903 59.95138235)
7746,POINT (30.4183265883015 59.73158385)
7747,POINT (30.150286 59.8347069)
7748,POINT (30.4155034254365 59.93177745)
7749,POINT (30.2816037994389 59.9863644)
7750,POINT (30.3643260132888 59.92891995)
7751,POINT (30.2939858 59.913711)
7752,POINT (30.40585420783649 59.96471429999999)
7754,POINT (30.1507243749249 59.8314843)
7755,POINT (30.2450662 59.9315688)
7756,POINT (30.2751277755812 59.9719795)
7757,POINT (30.3960601663833 59.87267095)
7759,POINT (30.08730626283889 59.73680815)
7760,POINT (29.7615282 59.99435075)
7761,POINT (30.2709612346945 59.98671605)
7762,POINT (30.37574301449531 60.05167115)
7763,POINT (30.1527500751075 59.8282249)
7764,POINT (29.915425 59.878269)
7765,POINT (30.30457100000001 59.92860940000001)
7766,POINT (30.3411501 60.03464115)
7767,POINT (30.255533 60.0078924)
7769,POINT (30.4917870206041 59.9606471)
7770,POINT (30.329049334897 60.0367913)
7771,POINT (30.1503539182468 59.83270035)
7772,POINT (29.9640423039874 60.09167915)
7773,POINT (30.3677132703283 59.9558703)
7774,POINT (30.3393577 60.0014885)
7775,POINT (29.9261251914232 59.86269015)
7778,POINT (30.3181184 59.90989490000001)
7779,POINT (30.2398387 59.9522666)
7780,POINT (30.2912238 59.9602125)
7782,POINT (30.4442833122272 59.86645455)
7783,POINT (30.3523079 59.91863950000001)
7784,POINT (30.2910251614282 59.96346)
7786,POINT (30.253032360325 59.95260755)
7787,POINT (30.3408315 59.9247399)
7788,POINT (30.3148089009479 59.75133105)
7789,POINT (30.3163627 59.9279819)
7790,POINT (30.4771777 59.9137886)
7791,POINT (30.3720660509334 60.01220010000001)
7792,POINT (30.3779496 59.93509939999999)
7793,POINT (30.3292796 59.9238356)
7794,POINT (30.3306340253792 59.95820305)
7795,POINT (30.3326752 59.93262410000001)
7796,POINT (30.3764563029661 59.93367265)
7797,POINT (30.3330698 60.00090720000001)
7798,POINT (30.4478591733593 59.86392375)
7799,POINT (30.3663518 59.930193)
7800,POINT (30.2638946435857 59.893209)
7801,POINT (30.3238069 59.9134978)
7802,POINT (30.3990400109105 59.9761231)
7804,POINT (30.3487297 59.94028100000001)
7806,POINT (30.272997 59.9019515)
7807,POINT (30.3648125 59.9462352)
7808,POINT (30.3877009 59.94629079999999)
7809,POINT (30.3746766 59.92878520000001)
7812,POINT (30.4922563 59.8382468)
7815,POINT (30.3921595 59.9442968)
7816,POINT (30.378730128426 59.98252040000001)
7817,POINT (30.254392 59.9525514)
7818,POINT (30.2945757 59.9578738)
7820,POINT (30.45088422379769 59.8622838)
7821,POINT (30.4225444034527 60.0298949)
7823,POINT (30.355829 59.9463392)
7824,POINT (30.3266122526175 59.91723605)
7825,POINT (30.3740446351836 59.9323759)
7826,POINT (30.3710322 59.9374912)
7829,POINT (30.4523335002787 59.92189825)
7830,POINT (30.2677613771731 59.86593739999999)
7833,POINT (30.4614686014917 59.91314495)
7834,POINT (30.3440384 59.964096)
7835,POINT (30.3797667199121 59.93322305)
7836,POINT (30.2833250405662 59.89760225)
7837,POINT (30.3776030851564 60.04098535)
7838,POINT (30.2646023328685 59.86942845)
7839,POINT (30.2646804128594 59.8546615)
7840,POINT (30.2492744 59.85472220000001)
7841,POINT (30.2694115 59.84927239999999)
7842,POINT (30.2729774748572 59.84155155)
7844,POINT (30.4074901 59.8453848)
7845,POINT (30.4053770790745 59.85082325)
7846,POINT (30.301056 59.9157605)
7847,POINT (30.286025039646 59.9267387)
7848,POINT (30.2864539024854 59.9302977)
7849,POINT (30.3067222 60.06112460000001)
7850,POINT (29.9620235844558 60.09875385)
7852,POINT (30.3164537 60.0162788)
7853,POINT (30.4492417828362 59.9179299)
7854,POINT (30.2981605590095 59.85735105)
7855,POINT (30.4754899883417 59.917865)
7857,POINT (30.33008324821811 59.92521239999999)
7859,POINT (30.463401075 59.9283756)
7860,POINT (30.3177165385321 60.0188196)
7861,POINT (30.3522835 59.9309642)
7863,POINT (30.3939992 59.7408279)
7864,POINT (30.58838134591 59.7421274)
7865,POINT (29.8980168 59.87281715)
7867,POINT (30.3852149 59.9985073)
7868,POINT (30.5025873721569 59.9841529)
7870,POINT (30.22735926566189 60.0263122)
7871,POINT (30.37355800000001 59.86506070000001)
7872,POINT (30.3754917843306 59.93706425)
7873,POINT (30.2950031845834 59.9735764)
7874,POINT (30.3212 59.9316787)
7875,POINT (30.2248255 59.9500195)
7876,POINT (30.4998111 59.86337125)
7878,POINT (30.03957530000001 59.85351095)
7879,POINT (30.2750572251153 59.86581055)
7880,POINT (30.19986210267711 59.8492278)
7881,POINT (30.4497984 59.86581085)
7882,POINT (30.3482158 59.9315825)
7883,POINT (30.2455228452966 60.0212453)
7884,POINT (30.3645674754002 59.85840435)
7885,POINT (30.3412667 60.00050160000001)
7886,POINT (30.3579953244124 59.94132560000001)
7887,POINT (29.7653571 60.0004981)
7888,POINT (30.36941160000001 59.98800060000001)
7889,POINT (30.5039403 59.94624520000001)
7890,POINT (30.2126368 59.8444156)
7892,POINT (30.3626878922787 59.8852664)
7893,POINT (30.3586487 59.9372039)
7894,POINT (30.2739556 59.8686005)
7896,POINT (30.42081845 59.8364554)
7897,POINT (30.3307990169553 60.01408789999999)
7898,POINT (30.4082324545742 60.02015279999999)
7900,POINT (30.084404088762 59.7366841)
7901,POINT (30.3494811 59.9312993)
7902,POINT (30.3892044 59.8474423)
7903,POINT (30.35324107625789 59.9133777)
7904,POINT (30.3916044480288 59.95213315)
7905,POINT (30.11246333741889 59.9957726)
7906,POINT (30.0761924447766 59.72152375)
7907,POINT (30.3972950166367 59.8725342)
7908,POINT (30.332524725 60.01775975)
7909,POINT (29.75326500000001 60.241241)
7910,POINT (30.2218045674528 60.00792)
7911,POINT (30.2257475799035 59.83049305)
7912,POINT (30.3913788206878 59.86806435)
7913,POINT (30.38744160827061 59.8537554)
7914,POINT (30.33353085269869 60.03219839999999)
7916,POINT (30.2390246 60.0311858)
7917,POINT (30.3634186 59.9420598)
7918,POINT (30.48459983856889 59.90098440000001)
7919,POINT (30.26330362536711 59.85375985)
7920,POINT (30.41116134315511 60.0081955)
7922,POINT (30.2223145964612 59.82846645)
7923,POINT (30.3314121 60.0155753)
7924,POINT (30.42924085 59.97329379999999)
7925,POINT (30.2796672963338 59.867462)
7926,POINT (30.3438246187742 60.0080577)
7927,POINT (30.3706444 59.8469425)
7928,POINT (30.4070168 59.9589539)
7929,POINT (30.3897348595036 60.03792710000001)
7930,POINT (30.0505968 59.8513663)
7931,POINT (30.3184425 59.9153066)
7932,POINT (30.37558845 60.050284)
7933,POINT (30.50510395 59.85946375)
7934,POINT (30.2703573528659 59.85310450000001)
7936,POINT (30.3447008 59.9427858)
7937,POINT (30.56968975 59.74754625)
7938,POINT (30.22994521002889 60.0205525)
7939,POINT (30.4793239 59.93918539999999)
7940,POINT (29.7865677427661 59.9918771)
7941,POINT (29.8652574 59.8822519)
7942,POINT (30.2459176798882 59.9525239)
7943,POINT (30.4494482446286 59.9258252)
7944,POINT (30.4836375 59.9368426)
7945,POINT (30.6157700238818 59.74403475)
7946,POINT (30.3578714393215 59.85046905)
7947,POINT (30.3793444718842 59.98128415)
7948,POINT (30.3862067496971 59.70452515)
7949,POINT (30.480453333649 59.9012948)
7951,POINT (30.4131044840374 60.0128556)
7952,POINT (30.25987715 59.84868645)
7953,POINT (30.3499427 59.9441605)
7954,POINT (30.3468611286928 60.00607760000001)
7955,POINT (30.3468351 59.9241858)
7956,POINT (30.2194103481957 59.94079590000001)
7958,POINT (30.4643587072595 59.8650958)
7959,POINT (30.214158499516 59.8429264)
7960,POINT (30.41377377382 59.705711)
7961,POINT (30.2608345 59.8905437)
7962,POINT (30.3067732267723 59.8444833)
7963,POINT (30.411523973554 60.01617175)
7964,POINT (30.1553957 59.85294939999999)
7965,POINT (30.42283360929989 60.0037642)
7966,POINT (30.2683988389384 59.89699295)
7969,POINT (29.7187310469334 60.19219079999999)
7970,POINT (30.238627442666 60.01076875)
7971,POINT (30.392937 59.98287610000001)
7972,POINT (30.4763114536937 59.89925975)
7973,POINT (30.3078796 60.0183218)
7974,POINT (30.36935260000001 59.7040941)
7975,POINT (30.2017364762961 59.99181605)
7976,POINT (30.52016931894169 59.9732443)
